title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year,cluster
Cosmos,Unknown,Add a comment,Add a comment,,,,,,WebScraping,cosmos unknown add a comment add a comment,,4
#GIRLBOSS,Unknown,Add a comment,Add a comment,,,,,,WebScraping, girlboss unknown add a comment add a comment,,4
The Sense of an Ending,Unknown,Add a comment,Add a comment,,,,,,WebScraping,the sense of an ending unknown add a comment add a comment,,4
The Republic,Unknown,Add a comment,Add a comment,,,,,,WebScraping,the republic unknown add a comment add a comment,,4
The Odyssey,Unknown,Add a comment,Add a comment,,,,,,WebScraping,the odyssey unknown add a comment add a comment,,4
The Light of the Fireflies,Unknown,Add a comment,Add a comment,,,,,,WebScraping,the light of the fireflies unknown add a comment add a comment,,4
The Iliad,Unknown,Add a comment,Add a comment,,,,,,WebScraping,the iliad unknown add a comment add a comment,,4
The Communist Manifesto,Unknown,Add a comment,Add a comment,,,,,,WebScraping,the communist manifesto unknown add a comment add a comment,,4
Lord of the Flies,Unknown,Add a comment,Add a comment,,,,,,WebScraping,lord of the flies unknown add a comment add a comment,,4
Unicorn Tracks,Unknown,Fantasy,Fantasy,,,,,,WebScraping,unicorn tracks unknown fantasy fantasy,,5
"Saga, Volume 6 (Saga (Collected Editions) #6)",Unknown,Fantasy,Fantasy,,,,,,WebScraping,saga volume saga collected editions unknown fantasy fantasy,,5
Princess Between Worlds (Wide-Awake Princess #5),Unknown,Fantasy,Fantasy,,,,,,WebScraping,princess between worlds wide awake princess unknown fantasy fantasy,,5
Masks and Shadows,Unknown,Fantasy,Fantasy,,,,,,WebScraping,masks and shadows unknown fantasy fantasy,,5
Crown of Midnight (Throne of Glass #2),Unknown,Fantasy,Fantasy,,,,,,WebScraping,crown of midnight throne of glass unknown fantasy fantasy,,5
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Unknown,Fantasy,Fantasy,,,,,,WebScraping,avatar the last airbender smoke and shadow part smoke and shadow unknown fantasy fantasy,,5
A Court of Thorns and Roses (A Court of Thorns and Roses #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,a court of thorns and roses a court of thorns and roses unknown fantasy fantasy,,5
Throne of Glass (Throne of Glass #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,throne of glass throne of glass unknown fantasy fantasy,,5
The Glittering Court (The Glittering Court #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the glittering court the glittering court unknown fantasy fantasy,,5
Hollow City (Miss Peregrines Peculiar Children #2),Unknown,Fantasy,Fantasy,,,,,,WebScraping,hollow city miss peregrines peculiar children unknown fantasy fantasy,,5
The Star-Touched Queen,Unknown,Fantasy,Fantasy,,,,,,WebScraping,the star touched queen unknown fantasy fantasy,,5
The Hidden Oracle (The Trials of Apollo #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the hidden oracle the trials of apollo unknown fantasy fantasy,,5
The Bane Chronicles (The Bane Chronicles #1-11),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the bane chronicles the bane chronicles unknown fantasy fantasy,,5
Island of Dragons (Unwanteds #7),Unknown,Fantasy,Fantasy,,,,,,WebScraping,island of dragons unwanteds unknown fantasy fantasy,,5
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Unknown,Fantasy,Fantasy,,,,,,WebScraping,demigods magicians percy and annabeth meet the kanes percy jackson kane chronicles crossover unknown fantasy fantasy,,5
City of Glass (The Mortal Instruments #3),Unknown,Fantasy,Fantasy,,,,,,WebScraping,city of glass the mortal instruments unknown fantasy fantasy,,5
Searching for Meaning in Gailana,Unknown,Fantasy,Fantasy,,,,,,WebScraping,searching for meaning in gailana unknown fantasy fantasy,,5
A Shard of Ice (The Black Symphony Saga #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,a shard of ice the black symphony saga unknown fantasy fantasy,,5
King's Folly (The Kinsman Chronicles #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,king s folly the kinsman chronicles unknown fantasy fantasy,,5
Every Heart a Doorway (Every Heart A Doorway #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,every heart a doorway every heart a doorway unknown fantasy fantasy,,5
A Gathering of Shadows (Shades of Magic #2),Unknown,Fantasy,Fantasy,,,,,,WebScraping,a gathering of shadows shades of magic unknown fantasy fantasy,,5
The Raven Boys (The Raven Cycle #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the raven boys the raven cycle unknown fantasy fantasy,,5
The False Prince (The Ascendance Trilogy #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the false prince the ascendance trilogy unknown fantasy fantasy,,5
Tell the Wind and Fire,Unknown,Fantasy,Fantasy,,,,,,WebScraping,tell the wind and fire unknown fantasy fantasy,,5
A Feast for Crows (A Song of Ice and Fire #4),Unknown,Fantasy,Fantasy,,,,,,WebScraping,a feast for crows a song of ice and fire unknown fantasy fantasy,,5
The Demonists (Demonist #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the demonists demonist unknown fantasy fantasy,,5
The Beast (Black Dagger Brotherhood #14),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the beast black dagger brotherhood unknown fantasy fantasy,,5
Paper and Fire (The Great Library #2),Unknown,Fantasy,Fantasy,,,,,,WebScraping,paper and fire the great library unknown fantasy fantasy,,5
Harry Potter and the Order of the Phoenix (Harry Potter #5),Unknown,Fantasy,Fantasy,,,,,,WebScraping,harry potter and the order of the phoenix harry potter unknown fantasy fantasy,,5
Harry Potter and the Half-Blood Prince (Harry Potter #6),Unknown,Fantasy,Fantasy,,,,,,WebScraping,harry potter and the half blood prince harry potter unknown fantasy fantasy,,5
Harry Potter and the Chamber of Secrets (Harry Potter #2),Unknown,Fantasy,Fantasy,,,,,,WebScraping,harry potter and the chamber of secrets harry potter unknown fantasy fantasy,,5
The Rose & the Dagger (The Wrath and the Dawn #2),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the rose the dagger the wrath and the dawn unknown fantasy fantasy,,5
Soldier (Talon #3),Unknown,Fantasy,Fantasy,,,,,,WebScraping,soldier talon unknown fantasy fantasy,,5
Midnight Riot (Peter Grant/ Rivers of London - books #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,midnight riot peter grant rivers of london books unknown fantasy fantasy,,5
Heir to the Sky,Unknown,Fantasy,Fantasy,,,,,,WebScraping,heir to the sky unknown fantasy fantasy,,5
Eragon (The Inheritance Cycle #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,eragon the inheritance cycle unknown fantasy fantasy,,5
Darkfever (Fever #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,darkfever fever unknown fantasy fantasy,,5
Ash,Unknown,Fantasy,Fantasy,,,,,,WebScraping,ash unknown fantasy fantasy,,5
A Storm of Swords (A Song of Ice and Fire #3),Unknown,Fantasy,Fantasy,,,,,,WebScraping,a storm of swords a song of ice and fire unknown fantasy fantasy,,5
Vampire Girl (Vampire Girl #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,vampire girl vampire girl unknown fantasy fantasy,,5
The Silent Twin (Detective Jennifer Knight #3),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the silent twin detective jennifer knight unknown fantasy fantasy,,5
The Mirror & the Maze (The Wrath and the Dawn #1.5),Unknown,Fantasy,Fantasy,,,,,,WebScraping,the mirror the maze the wrath and the dawn unknown fantasy fantasy,,5
Sister Sable (The Mad Queen #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,sister sable the mad queen unknown fantasy fantasy,,5
Shadow Rites (Jane Yellowrock #10),Unknown,Fantasy,Fantasy,,,,,,WebScraping,shadow rites jane yellowrock unknown fantasy fantasy,,5
Origins (Alphas 0.5),Unknown,Fantasy,Fantasy,,,,,,WebScraping,origins alphas unknown fantasy fantasy,,5
One Second (Seven #7),Unknown,Fantasy,Fantasy,,,,,,WebScraping,one second seven unknown fantasy fantasy,,5
Myriad (Prentor #1),Unknown,Fantasy,Fantasy,,,,,,WebScraping,myriad prentor unknown fantasy fantasy,,5
Without Borders (Wanderlove #1),Unknown,New Adult,New Adult,,,,,,WebScraping,without borders wanderlove unknown new adult new adult,,7
The Mistake (Off-Campus #2),Unknown,New Adult,New Adult,,,,,,WebScraping,the mistake off campus unknown new adult new adult,,7
The Matchmaker's Playbook (Wingmen Inc. #1),Unknown,New Adult,New Adult,,,,,,WebScraping,the matchmaker s playbook wingmen inc unknown new adult new adult,,7
The Hook Up (Game On #1),Unknown,New Adult,New Adult,,,,,,WebScraping,the hook up game on unknown new adult new adult,,7
Shameless,Unknown,New Adult,New Adult,,,,,,WebScraping,shameless unknown new adult new adult,,7
Off Sides (Off #1),Unknown,New Adult,New Adult,,,,,,WebScraping,off sides off unknown new adult new adult,,7
The Requiem Red,Unknown,Young Adult,Young Adult,,,,,,WebScraping,the requiem red unknown young adult young adult,,8
Set Me Free,Unknown,Young Adult,Young Adult,,,,,,WebScraping,set me free unknown young adult young adult,,8
The Natural History of Us (The Fine Art of Pretending #2),Unknown,Young Adult,Young Adult,,,,,,WebScraping,the natural history of us the fine art of pretending unknown young adult young adult,,8
Obsidian (Lux #1),Unknown,Young Adult,Young Adult,,,,,,WebScraping,obsidian lux unknown young adult young adult,,8
Burning,Unknown,Young Adult,Young Adult,,,,,,WebScraping,burning unknown young adult young adult,,8
A Fierce and Subtle Poison,Unknown,Young Adult,Young Adult,,,,,,WebScraping,a fierce and subtle poison unknown young adult young adult,,8
Scarlett Epstein Hates It Here,Unknown,Young Adult,Young Adult,,,,,,WebScraping,scarlett epstein hates it here unknown young adult young adult,,8
"Nightingale, Sing",Unknown,Young Adult,Young Adult,,,,,,WebScraping,nightingale sing unknown young adult young adult,,8
Library of Souls (Miss Peregrines Peculiar Children #3),Unknown,Young Adult,Young Adult,,,,,,WebScraping,library of souls miss peregrines peculiar children unknown young adult young adult,,8
Frostbite (Vampire Academy #2),Unknown,Young Adult,Young Adult,,,,,,WebScraping,frostbite vampire academy unknown young adult young adult,,8
Wild Swans,Unknown,Young Adult,Young Adult,,,,,,WebScraping,wild swans unknown young adult young adult,,8
Until Friday Night (The Field Party #1),Unknown,Young Adult,Young Adult,,,,,,WebScraping,until friday night the field party unknown young adult young adult,,8
This Is Where It Ends,Unknown,Young Adult,Young Adult,,,,,,WebScraping,this is where it ends unknown young adult young adult,,8
The Darkest Lie,Unknown,Young Adult,Young Adult,,,,,,WebScraping,the darkest lie unknown young adult young adult,,8
My Kind of Crazy,Unknown,Young Adult,Young Adult,,,,,,WebScraping,my kind of crazy unknown young adult young adult,,8
Don't Get Caught,Unknown,Young Adult,Young Adult,,,,,,WebScraping,don t get caught unknown young adult young adult,,8
Catching Jordan (Hundred Oaks),Unknown,Young Adult,Young Adult,,,,,,WebScraping,catching jordan hundred oaks unknown young adult young adult,,8
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Unknown,Young Adult,Young Adult,,,,,,WebScraping,aristotle and dante discover the secrets of the universe aristotle and dante discover the secrets of the universe unknown young adult young adult,,7
The Epidemic (The Program 0.6),Unknown,Young Adult,Young Adult,,,,,,WebScraping,the epidemic the program unknown young adult young adult,,8
Stars Above (The Lunar Chronicles #4.5),Unknown,Young Adult,Young Adult,,,,,,WebScraping,stars above the lunar chronicles unknown young adult young adult,,8
No Love Allowed (Dodge Cove #1),Unknown,Young Adult,Young Adult,,,,,,WebScraping,no love allowed dodge cove unknown young adult young adult,,8
"Exit, Pursued by a Bear",Unknown,Young Adult,Young Adult,,,,,,WebScraping,exit pursued by a bear unknown young adult young adult,,8
The Alien Club,Unknown,Young Adult,Young Adult,,,,,,WebScraping,the alien club unknown young adult young adult,,8
Don't Forget Steven,Unknown,Young Adult,Young Adult,,,,,,WebScraping,don t forget steven unknown young adult young adult,,8
South of Sunshine,Unknown,Young Adult,Young Adult,,,,,,WebScraping,south of sunshine unknown young adult young adult,,8
My Life Next Door (My Life Next Door ),Unknown,Young Adult,Young Adult,,,,,,WebScraping,my life next door my life next door unknown young adult young adult,,8
Future Shock (Future Shock #1),Unknown,Young Adult,Young Adult,,,,,,WebScraping,future shock future shock unknown young adult young adult,,8
